Gender,Age,Height,Weight,FHWOW,FAVC,NO_OF_MEALS,PRIMARY_MEALS,WATERINTAKE,FAF,WeightClasses
Female,18,1.55,50,yes,yes,3,3,1,1,Normal_Weight
Male,26,1.72,65,yes,yes,2,3,2,0,Normal_Weight
Male,18,1.72,53,yes,yes,2,3,2,0,Insufficient_Weight
Male,19,1.7,60,yes,yes,2,1,2,2,Normal_Weight
Female,19,1.51,45,no,yes,2,4,1,3,Normal_Weight
Male,19,1.83,82,yes,yes,3,3,2,2,Normal_Weight
Male,19,1.8,87,yes,yes,2,4,2,2,Overweight
Female,24,1.6,100.5,yes,yes,3,1,1,0,Obesity
Female,18,1.63,63,yes,yes,1,3,2,2,Normal_Weight
Male,19,1.71,71,no,yes,3,3,2,1,Normal_Weight
Male,19,1.7,65,yes,no,2,3,2,1,Normal_Weight
Male,23,1.75,69,no,no,3,3,2,2,Normal_Weight
Female,18,1.62,50,no,yes,3,3,1,0,Normal_Weight
Female,20,1.68,68,no,yes,3,1,1,1,Normal_Weight
Male,18,1.85,66,no,yes,2,3,1,1,Normal_Weight
Female,33,1.59,60,no,yes,3,1,2,0,Normal_Weight
Female,19,1.5,45,no,yes,2,3,1,0,Normal_Weight
Male,19,1.69,60,no,yes,2,3,1,1,Normal_Weight
Male,19,1.76,79,yes,yes,2,3,3,1,Overweight
Female,18,1.62,55,yes,yes,2,3,1,1,Normal_Weight
Male,21,1.71,100,yes,yes,2,1,2,0,Obesity
Male,27,1.72,88,yes,yes,2,1,2,0,Overweight
Male,17,1.8,68,yes,no,2,3,1,2,Normal_Weight
Male,18,1.93,86,no,no,3,4,2,2,Normal_Weight
Female,18,1.6,51,yes,yes,2,3,1,1,Normal_Weight
Male,22,1.74,75,yes,yes,3,3,1,1,Normal_Weight
Male,22,1.74,75,yes,yes,3,3,1,1,Normal_Weight
Female,20,1.62,45,no,yes,3,3,1,1,Insufficient_Weight
Female,19,1.54,42,no,yes,3,1,2,0,Insufficient_Weight
Female,20,1.56,51.5,no,yes,2,3,2,3,Normal_Weight
Female,18,1.6,83,yes,yes,2,3,2,1,Obesity
Female,18,1.54,71,no,no,3,4,2,1,Overweight
Female,18,1.63,51,yes,yes,1,3,1,1,Normal_Weight
Male,19,1.78,64,no,yes,2,3,1,1,Normal_Weight
Female,18,1.62,68,no,no,2,1,1,0,Overweight
Female,18,1.71,75,yes,yes,3,3,2,1,Overweight
Female,18,1.64,56,yes,yes,3,3,1,1,Normal_Weight
Male,19,1.69,65,no,yes,2,3,1,1,Normal_Weight
Female,17,1.58,50,no,yes,1,4,2,1,Normal_Weight
Female,18,1.57,50,no,yes,2,3,1,0,Normal_Weight
Male,18,1.74,64,yes,yes,3,4,1,2,Normal_Weight
Female,20,1.58,53.5,yes,yes,2,1,2,1,Normal_Weight
Female,18,1.5,58,no,yes,2,3,1,0,Overweight
Female,36,1.65,80,yes,yes,2,3,1,0,Overweight
Male,21,1.8,73,yes,yes,1,3,2,3,Normal_Weight
Male,23,1.75,75,no,yes,2,3,2,1,Normal_Weight
Male,20,1.84,104,yes,no,2,3,3,3,Obesity
Male,21,1.88,84,yes,yes,3,3,3,2,Normal_Weight
Female,19,1.56,50,no,yes,2,1,1,0,Normal_Weight
Male,24,1.75,84,no,yes,3,3,2,1,Overweight
Male,25,1.66,68,no,yes,2,3,1,1,Normal_Weight
Male,45,1.7,86,no,yes,3,3,1,0,Overweight
Male,20,1.8,65,no,yes,2,3,1,2,Normal_Weight
Female,18,1.67,66,no,yes,3,3,2,0,Normal_Weight
Male,19,1.8,60,yes,yes,3,1,1,0,Normal_Weight
Male,18,1.72,53,yes,yes,2,3,2,0,Insufficient_Weight
Male,20,1.56,45,no,no,2,3,2,1,Normal_Weight
Female,25.196214,1.686306,104.572712,yes,yes,3,3,1.152736,0,Obesity
Female,18.503343,1.683124,126.67378,yes,yes,3,3,1.115967,2,Obesity
Female,26,1.622397,110.79263,yes,yes,3,3,2.704507,0,Obesity
Female,21.853826,1.755643,137.796884,yes,yes,3,3,2.184707,2,Obesity
Female,21.90012,1.843419,165.057269,yes,yes,3,3,2.406541,0,Obesity
Female,18.306615,1.7456,133.03441,yes,yes,3,3,2.984323,2,Obesity
Female,26,1.630927,111.485516,yes,yes,3,3,2.444125,0,Obesity
Female,26,1.629191,104.826776,yes,yes,3,3,2.654702,0,Obesity
Female,21.849705,1.770612,133.963349,yes,yes,3,3,2.825629,1,Obesity
Male,19.799054,1.743702,54.927529,yes,yes,2,3.28926,2.847264,2,Insufficient_Weight
Male,17.188754,1.771915,55.695036,yes,yes,2,4,2.884033,2,Insufficient_Weight
Male,22.285024,1.75376,55.879263,yes,yes,2.450218,3.995147,2.147746,2,Insufficient_Weight
Female,22,1.675446,51.154201,yes,yes,3,3,2.815293,2,Insufficient_Weight
Female,21.02497,1.666203,49.869791,yes,yes,3,3,2.593459,2,Insufficient_Weight
Female,22.038327,1.711467,51.965521,yes,yes,2.880161,3,1.031354,2,Insufficient_Weight
Female,21.243142,1.598019,44.845655,no,no,3,1.72626,2.444125,1,Insufficient_Weight
Female,22.142432,1.59611,42.848033,no,no,3,2.581015,2.654702,1,Insufficient_Weight
Female,21.962426,1.57206,43.919835,no,no,3,1.600812,2.651258,1,Insufficient_Weight
Female,21.491055,1.586952,43.087508,no,no,2.00876,1.73762,1.792022,0,Insufficient_Weight
Female,22.717943,1.59559,44.581159,no,no,2.596579,1.10548,1.490613,0,Insufficient_Weight
Female,23.501249,1.6,45,no,no,2.591439,3,2.074048,2,Insufficient_Weight
Female,18.535075,1.688025,45,no,yes,3,3,3,3,Insufficient_Weight
Female,19,1.556211,42.339767,no,yes,3,2.0846,2.13755,0,Insufficient_Weight
Female,19,1.564199,42.096062,no,yes,3,1.894384,2.456581,2,Insufficient_Weight
Female,20.254534,1.56948,41.324558,no,yes,2.392665,1,1,0,Insufficient_Weight
Female,21,1.52,42,no,yes,3,1,1,0,Insufficient_Weight
Female,20.225396,1.550648,44.641796,no,yes,3,2.857787,1,1,Insufficient_Weight
Female,19.86997,1.520997,42,no,yes,3,1,1.527036,0,Insufficient_Weight
Female,20.147114,1.528011,42,no,yes,3,1,1.322669,0,Insufficient_Weight
Female,21,1.52,42,no,yes,3,1,1,0,Insufficient_Weight
Female,21.996523,1.733263,50.890363,no,no,3,3.765526,1.656082,0,Insufficient_Weight
Female,21.376426,1.722527,50.833029,no,no,3,3.285167,1.569082,1,Insufficient_Weight
Female,19.724106,1.734832,50,no,no,1.123939,4,1,1,Insufficient_Weight
Male,23,1.882779,64.106108,yes,yes,3,3,2.843777,1,Insufficient_Weight
Male,22.851834,1.854592,63.611109,yes,yes,3,3.691226,2.650989,1,Insufficient_Weight
Male,23,1.835643,58.854416,yes,yes,3,3,2.027984,2,Insufficient_Weight
Male,18.216032,1.755507,52,yes,yes,3,3,2,1,Insufficient_Weight
Male,21.81119,1.71266,51.598593,yes,yes,3,3.156153,1.253803,1,Insufficient_Weight
Male,18.164768,1.694265,52,yes,yes,3,3,2,1,Insufficient_Weight
Female,18.871794,1.586895,41.452385,no,yes,2,1.07976,1,0,Insufficient_Weight
Female,18.766033,1.579561,41.890204,no,yes,2.027574,1,1.636326,0,Insufficient_Weight
Female,18.540535,1.564568,41.397378,no,yes,2.658112,1,1.298165,0,Insufficient_Weight
Female,19.88036,1.670635,49.742931,no,no,2.88626,3.559841,1.632004,2,Insufficient_Weight
Female,19.717249,1.688426,49.660995,no,no,2.714447,3,2,2,Insufficient_Weight
Female,19.633898,1.66084,49.039794,no,no,2.750715,3,2,1,Insufficient_Weight
Female,23,1.710182,50.287967,yes,yes,2,3,2.099863,2,Insufficient_Weight
Female,20.406871,1.755978,53.699561,yes,yes,2,3.891994,1.86393,3,Insufficient_Weight
Female,23,1.728834,51.442293,yes,yes,2,3,1.229915,1,Insufficient_Weight
Female,19.058511,1.662017,49.838965,no,yes,1.4925,3,1.049134,2,Insufficient_Weight
Female,18.827008,1.7,50,no,yes,1,3.240578,1,2,Insufficient_Weight
Female,19.314964,1.661403,49.932199,no,yes,2.205439,3,1.530531,2,Insufficient_Weight
Female,29.970445,1.610863,49.516027,yes,yes,2.059138,3.904858,2,1,Insufficient_Weight
Female,32.383858,1.640688,46.655622,yes,yes,3,3.11158,2.721769,1,Insufficient_Weight
Female,24.163526,1.64603,49.839685,yes,yes,3,3.590039,2.7305,0,Insufficient_Weight
Male,17.038222,1.710564,51.588874,no,yes,2,2.057935,2.371015,0,Insufficient_Weight
Male,16.30687,1.752755,50,no,yes,2.310423,3.558637,1.787843,2,Insufficient_Weight
Male,16.198153,1.691007,52.629374,no,yes,2,2.000986,2.673835,1,Insufficient_Weight
Male,18,1.753349,51.457226,no,yes,2.823179,3,1.773236,1,Insufficient_Weight
Male,18,1.781543,50.869704,no,yes,2.052932,3,2,1,Insufficient_Weight
Male,18,1.755823,52.331172,no,yes,2.596364,3,2,0,Insufficient_Weight
Male,17.486869,1.836669,58.943347,yes,yes,2.767731,3.821168,2,2,Insufficient_Weight
Male,19.920629,1.768493,57.790381,yes,yes,2,3.897078,2.622638,2,Insufficient_Weight
Male,18.426619,1.777108,57.145917,yes,yes,2,3.092116,2.426465,2,Insufficient_Weight
Female,17.082867,1.640824,43.365005,no,yes,2.815157,3,2.911187,3,Insufficient_Weight
Female,17.000433,1.584951,44.411801,no,yes,2.737762,3,2.310921,2,Insufficient_Weight
Female,16.270434,1.818268,47.124717,no,yes,3,3.286431,2.148146,2,Insufficient_Weight
Male,17.908114,1.793926,59.682591,yes,yes,2.568063,4,2,2,Insufficient_Weight
Male,17.120699,1.809251,58.968994,yes,yes,2.524428,4,2,2,Insufficient_Weight
Male,19.329542,1.767335,55.700497,yes,yes,2,4,2.157395,2,Insufficient_Weight
Female,22.377998,1.699568,54.98774,yes,yes,3,3,2,0,Insufficient_Weight
Female,20.954955,1.759358,55.01045,yes,yes,2.971574,3.592415,2.894678,2,Insufficient_Weight
Female,22.991668,1.740295,54.166453,yes,yes,3,3,2.025279,2,Insufficient_Weight
Female,19.300435,1.739354,49.649613,no,yes,3,3.754599,1.692112,2,Insufficient_Weight
Female,17.065445,1.647811,49.603807,no,yes,3,3.566082,1.438398,2,Insufficient_Weight
Female,19.084967,1.768435,49.597765,no,yes,3,3.725797,1.191401,2,Insufficient_Weight
Female,18.024853,1.7,50,no,yes,1.0816,3.520555,1.016968,1,Insufficient_Weight
Female,19.833682,1.699464,49.676046,no,yes,1.270448,3.731212,1.876915,2,Insufficient_Weight
Female,17.767432,1.74379,50,no,yes,1.344854,4,1,2,Insufficient_Weight
Female,19.504696,1.590317,42.367615,no,no,2.959658,3,1,2,Insufficient_Weight
Female,19.950605,1.527133,42,no,no,2.725282,1.259803,1,1,Insufficient_Weight
Female,19,1.530875,42,no,no,2.844607,1.273128,1.69551,0,Insufficient_Weight
Male,17,1.848294,59.409018,yes,yes,2.44004,3,2,3,Insufficient_Weight
Male,17,1.824414,59.295172,yes,yes,2.432302,3,2,2,Insufficient_Weight
Male,18.525525,1.856633,59.258372,yes,yes,2.592247,3.304123,2.036764,2,Insufficient_Weight
Female,22.926352,1.715597,50,yes,yes,2.449267,3.647154,1.266018,1,Insufficient_Weight
Female,21.785351,1.675054,49.945233,yes,yes,2.929889,3,2.792074,1,Insufficient_Weight
Female,23,1.717601,51.073918,yes,yes,2,3,1.426874,2,Insufficient_Weight
Female,17.402028,1.710756,50,no,yes,2.015258,3.300666,1.315608,0,Insufficient_Weight
Female,18,1.7,50,no,yes,1.031149,3,1.963628,0,Insufficient_Weight
Female,18.48207,1.7,50,no,yes,1.592183,3.535016,1.086391,1,Insufficient_Weight
Female,18.53084,1.573816,39.850137,no,yes,1.21498,1.717608,1.179942,1,Insufficient_Weight
Female,19.94814,1.530884,39.371523,no,yes,1.522001,3,1.98126,2,Insufficient_Weight
Female,20.400053,1.529724,40.343463,no,yes,2.703436,2.884479,1.439962,0,Insufficient_Weight
Male,19.556729,1.767563,56.307019,yes,yes,2.362918,4,2.358172,2,Insufficient_Weight
Male,17.70368,1.883364,60,yes,yes,3,3.626815,2,2,Insufficient_Weight
Male,18.274358,1.824655,58.621349,yes,yes,2.14084,4,2.931438,2,Insufficient_Weight
Male,18,1.840138,60,yes,yes,3,4,2,2,Insufficient_Weight
Male,17.210933,1.819557,58.325122,yes,yes,2.5596,4,2,2,Insufficient_Weight
Male,17.469417,1.798645,59.612717,yes,yes,2.336044,4,2,2,Insufficient_Weight
Male,18,1.7108,50.92538,yes,yes,2,3,2,0,Insufficient_Weight
Male,18,1.70653,51.121749,yes,yes,2,3,2,0,Insufficient_Weight
Male,18,1.716691,51.149283,yes,yes,1.813234,3,1.274815,1,Insufficient_Weight
Female,19.010211,1.555431,44.188767,no,no,2.724285,3,1,1,Insufficient_Weight
Female,19.091346,1.603923,45,no,no,3,3,1.28246,2,Insufficient_Weight
Female,19.773303,1.602082,45,no,no,3,3,2.875583,1,Insufficient_Weight
Female,19.483036,1.53777,42,no,yes,3,1,1.387531,0,Insufficient_Weight
Female,19,1.538398,42,no,yes,2.71897,1.473088,1.164644,1,Insufficient_Weight
Female,19.407204,1.520862,42,no,yes,3,1,1.848703,0,Insufficient_Weight
Male,18,1.717826,51.7325,yes,yes,1.133844,3,1.325326,0,Insufficient_Weight
Male,18.424941,1.753389,54.121925,yes,yes,2,3.16645,2.278578,2,Insufficient_Weight
Male,18,1.70165,50.157707,yes,yes,1.757466,3,1.153559,1,Insufficient_Weight
Male,19.97981,1.75336,54.997374,yes,yes,2,3.494849,2.976672,2,Insufficient_Weight
Female,21.798856,1.672007,49.980968,yes,yes,2.979383,3,2.975887,1,Insufficient_Weight
Female,22.209706,1.593847,44.050251,no,no,3,2.99321,2.702783,2,Insufficient_Weight
Female,23.018443,1.584785,44.376637,no,no,2.204914,2.127797,2.120292,1,Insufficient_Weight
Female,19.376997,1.600264,45,no,no,3,3,2.949419,1,Insufficient_Weight
Female,20.971429,1.549311,41.557468,no,yes,2.927218,1,1,0,Insufficient_Weight
Female,20.345161,1.534385,41.96525,no,yes,2.88853,1,1,0,Insufficient_Weight
Female,20.519916,1.725548,49.815599,yes,no,2.890535,3.90779,1.109115,2,Insufficient_Weight
Male,20.406066,1.868931,63.199726,yes,yes,3,3.699594,2.825629,2,Insufficient_Weight
Female,21.478496,1.686936,51.256059,yes,yes,3,3.179995,1.910378,0,Insufficient_Weight
Female,18.372563,1.589829,40.202773,no,yes,2,1.075553,1,0,Insufficient_Weight
Female,19.931667,1.653209,49.026214,no,no,2.530066,3,1.965237,2,Insufficient_Weight
Female,22.998709,1.740108,53.65727,yes,yes,2.241606,3,1.846626,2,Insufficient_Weight
Female,18.006742,1.7,50,no,yes,1.003566,3.238258,1.014634,1,Insufficient_Weight
Female,34.799519,1.689141,50,yes,yes,2.652779,3.804944,1.60114,0,Insufficient_Weight
Male,16.496978,1.691206,50,no,yes,2,1.630846,2.975528,1,Insufficient_Weight
Male,18,1.788459,51.552595,no,yes,2.897899,3,1.835545,1,Insufficient_Weight
Male,17.377131,1.811238,58.83071,yes,yes,2.483979,3.762778,2,2,Insufficient_Weight
Female,16.611837,1.830068,43.534531,no,yes,2.945967,3,2.953192,3,Insufficient_Weight
Male,17.080493,1.782756,56.029418,yes,yes,2,4,2.28525,2,Insufficient_Weight
Female,22.970655,1.751691,55.967655,yes,yes,2.478891,3.371832,2.004126,2,Insufficient_Weight
Female,17.764764,1.78656,50,no,yes,2.784464,4,1,2,Insufficient_Weight
Female,19.272573,1.71367,50,no,yes,1.005578,4,1,2,Insufficient_Weight
Female,19,1.540375,42.006282,no,no,2.938031,2.705445,1.333807,2,Insufficient_Weight
Male,17.06713,1.896734,59.895052,yes,yes,2.842102,3.34175,2,3,Insufficient_Weight
Female,23,1.710129,50.079991,yes,yes,2,3,2.685842,0,Insufficient_Weight
Female,18,1.704193,50.631889,no,yes,2,3,2,0,Insufficient_Weight
Female,19.054008,1.556611,39.695295,no,yes,1.889199,2.217651,2.013605,2,Insufficient_Weight
Male,18,1.845399,60,yes,yes,3,4,2,2,Insufficient_Weight
Male,17.491272,1.834637,59.990861,yes,yes,2.943749,4,2,2,Insufficient_Weight
Male,18,1.721854,52.514302,yes,yes,2.33998,3,2,0,Insufficient_Weight
Female,20.172661,1.605521,44.661461,no,no,3,2.893778,1,1,Insufficient_Weight
Female,19.220108,1.530266,42,no,yes,3,1,1.954889,0,Insufficient_Weight
Male,18,1.71889,52.058335,yes,yes,1.950742,3,1.751723,0,Insufficient_Weight
Male,19.96247,1.756338,54.98234,yes,yes,2.277436,3.502604,2.891713,2,Insufficient_Weight
Male,17.580627,1.770324,55.695253,yes,yes,2,4,2.369627,2,Insufficient_Weight
Female,21.125098,1.767479,56.265959,yes,yes,2.371338,3.998766,2.263466,2,Insufficient_Weight
Female,22.033129,1.704223,51.437985,yes,yes,2.984425,3,2.044694,2,Insufficient_Weight
Female,20.744839,1.667852,49.803921,yes,yes,2.977018,3.193671,2.482933,2,Insufficient_Weight
Female,22.547298,1.722461,51.881263,yes,yes,2.663421,3,1.04111,1,Insufficient_Weight
Female,21.837996,1.588046,44.236067,no,no,3,1.69608,2.550307,1,Insufficient_Weight
Female,23.035829,1.598612,42.993937,no,no,2.753752,2.812377,2.346647,2,Insufficient_Weight
Female,21.529439,1.592379,44.00945,no,no,3,1.612747,2.566629,1,Insufficient_Weight
Female,21.287999,1.555778,42.3601,no,no,2.318355,1.082304,1.220365,0,Insufficient_Weight
Female,23.444286,1.596466,44.594588,no,no,2.594653,1.882158,1.916812,0,Insufficient_Weight
Female,22.329041,1.598393,44.918255,no,no,2.886157,2.326233,2.306821,1,Insufficient_Weight
Female,18.91505,1.633316,45,no,yes,3,3,2.924594,1,Insufficient_Weight
Female,19,1.559567,42.12617,no,yes,3,1.989398,2.241607,0,Insufficient_Weight
Female,19.052833,1.546551,42.069992,no,yes,3,1.735493,2.318736,1,Insufficient_Weight
Female,19.59904,1.566501,41.706283,no,yes,2.967853,1,1.131185,0,Insufficient_Weight
Female,21,1.52,42,no,yes,3,1,1,0,Insufficient_Weight
Female,19.673262,1.599486,44.810751,no,no,3,2.974568,1.145761,1,Insufficient_Weight
Female,20.244359,1.559186,41.952805,no,yes,2.619835,1,1.198883,0,Insufficient_Weight
Female,20.552695,1.523426,42,no,yes,3,1,1.185062,0,Insufficient_Weight
Female,21,1.52,42,no,yes,3,1,1,0,Insufficient_Weight
Female,21.997683,1.689441,51.107925,yes,yes,3,3.715118,1.774576,0,Insufficient_Weight
Female,21.274628,1.737453,50.479039,yes,yes,3,3.489918,1.326694,1,Insufficient_Weight
Female,18.909439,1.732096,50,no,yes,1.053534,3.378859,1,2,Insufficient_Weight
Male,22.396504,1.869098,61.411141,yes,yes,3,3.263201,2.233274,2,Insufficient_Weight
Male,19.084317,1.851123,61.264785,yes,yes,3,3.994588,2.548527,1,Insufficient_Weight
Male,21.084625,1.787264,58.585146,yes,yes,2.530233,3.24934,2.387945,2,Insufficient_Weight
Male,18.068767,1.787787,52,yes,yes,3,3,2,1,Insufficient_Weight
Female,21.813083,1.712515,51.710723,yes,yes,2.8813,3.087544,1.24818,2,Insufficient_Weight
Male,18.038422,1.698914,51.692272,yes,yes,2.824559,3,2,1,Insufficient_Weight
Female,18.874591,1.533609,41.669346,no,yes,2.762325,1.163666,1.30491,0,Insufficient_Weight
Female,19.21164,1.567981,41.934368,no,yes,2.070964,1,1.676975,0,Insufficient_Weight
Female,18.988581,1.544263,41.535047,no,yes,2.68601,1,1.310074,0,Insufficient_Weight
Female,19.408999,1.670552,49.804245,no,yes,2.794197,3.409363,1.543021,2,Insufficient_Weight
Female,19.665881,1.676346,49.105025,no,no,2.720701,3,2,2,Insufficient_Weight
Female,19.758286,1.667404,49.125955,no,no,2.880792,3.281391,1.960131,2,Insufficient_Weight
Female,22.422674,1.70011,50.173425,yes,yes,2.674431,3,2.453384,1,Insufficient_Weight
Male,20.242237,1.75633,54.567343,yes,yes,2,3.98525,2.654078,2,Insufficient_Weight
Female,22.637018,1.703584,51.607091,yes,yes,2.55996,3,1.990788,0,Insufficient_Weight
Female,19.007177,1.690727,49.895716,no,yes,1.212908,3.207071,1.029703,2,Insufficient_Weight
Female,18.288205,1.713564,50,no,yes,1.140615,3.471536,1,2,Insufficient_Weight
Female,19.314429,1.67231,49.713944,no,yes,2.562409,3.488342,1.67062,2,Insufficient_Weight
Female,27.14823,1.660446,49.558304,yes,yes,2.004146,3.443456,2.020764,1,Insufficient_Weight
Female,25.380557,1.630379,46.062954,yes,yes,2.690754,3.03779,2.212296,2,Insufficient_Weight
Female,22.867719,1.655413,50.424661,yes,yes,3,3.642802,1.995177,0,Insufficient_Weight
Male,17.729923,1.732862,51.216463,no,yes,2.051283,2.645858,2.35752,0,Insufficient_Weight
Female,16.834813,1.74402,50,no,yes,2.19005,3.420618,1.356405,1,Insufficient_Weight
Male,17.521754,1.757958,52.09432,no,yes,2.21498,2.64155,2.121251,1,Insufficient_Weight
Male,18,1.786758,51.524444,no,yes,2.91548,3,1.777486,1,Insufficient_Weight
Male,18,1.767058,51.132809,yes,yes,2.708965,3,1.873004,1,Insufficient_Weight
Male,18.128249,1.699437,52.08657,yes,yes,2.853513,3,2,1,Insufficient_Weight
Male,17.405104,1.82525,58.913579,yes,yes,2.580872,3.887906,2,2,Insufficient_Weight
Male,19.72925,1.793315,58.19515,yes,yes,2.508835,3.435905,2.076933,2,Insufficient_Weight
Male,18.525834,1.776989,57.275946,yes,yes,2,3.747163,2.575535,2,Insufficient_Weight
Female,18.595614,1.609495,42.656563,no,yes,2.896562,2.625475,2.839558,2,Insufficient_Weight
Female,16.613108,1.777929,44.762023,no,yes,2.911877,3.098399,2.196405,2,Insufficient_Weight
Female,16.928791,1.710948,45.248627,no,yes,2.910733,3.12544,2.204263,2,Insufficient_Weight
Male,17.758315,1.854162,59.881316,yes,yes,2.966126,3.96981,2,2,Insufficient_Weight
Male,17.282945,1.821514,59.605028,yes,yes,2.613249,3.712183,2,2,Insufficient_Weight
Male,19.993154,1.762073,55.511075,yes,yes,2,4,2.542415,2,Insufficient_Weight
Female,22.935612,1.732307,54.835576,yes,yes,3,3,2.00357,1,Insufficient_Weight
Male,20.738469,1.759933,55.003417,yes,yes,2.627031,3.832911,2.993448,2,Insufficient_Weight
Female,22.99368,1.741377,54.877111,yes,yes,3,3,2.009796,2,Insufficient_Weight
Female,19.317148,1.731195,49.650897,no,yes,2.919751,3.576103,1.949308,2,Insufficient_Weight
Female,16.910997,1.74823,49.928447,no,yes,2.494451,3.56544,1.491268,2,Insufficient_Weight
Female,19.071027,1.756865,49.699672,no,yes,1.69427,3.266644,1.095417,2,Insufficient_Weight
Female,18.019572,1.701378,50.088468,no,yes,1.601236,3.433908,1.055019,1,Insufficient_Weight
Female,19.735968,1.699956,49.98297,no,yes,1.204855,3.531038,1.134658,2,Insufficient_Weight
Female,18.094079,1.723328,50,no,yes,1.052699,3.998618,1,2,Insufficient_Weight
Female,19.054938,1.585886,42.541794,no,no,2.910345,3,1,1,Insufficient_Weight
Female,20.850119,1.524926,42,no,yes,2.866383,1.226342,1,0,Insufficient_Weight
Female,19.349258,1.52337,42,no,yes,2.913486,1.060796,1.596212,0,Insufficient_Weight
Male,17,1.844749,59.313525,yes,yes,2.432886,3,2,3,Insufficient_Weight
Male,17.203917,1.853325,59.619485,yes,yes,2.883745,3.595761,2,2,Insufficient_Weight
Male,17.671064,1.854706,59.20945,yes,yes,2.707666,3.737914,2.026547,2,Insufficient_Weight
Female,21.310907,1.72064,50,yes,yes,2.919584,3.697831,1.147121,1,Insufficient_Weight
Female,21.708354,1.704167,50.165754,yes,yes,2.969205,3.21043,2.765876,1,Insufficient_Weight
Female,22.176922,1.71746,51.491957,yes,yes,2.486189,3,1.064378,2,Insufficient_Weight
Female,17.823438,1.708406,50,no,yes,1.642241,3.45259,1.099231,0,Insufficient_Weight
Female,18,1.763465,50.279053,no,yes,1.567101,3,1.994139,0,Insufficient_Weight
Female,18.281092,1.7,50,no,yes,1.036414,3.205587,1.745959,0,Insufficient_Weight
Female,18.656912,1.574017,41.220175,no,yes,1.649974,1.513835,1.549974,0,Insufficient_Weight
Female,19.994543,1.537739,39.101805,no,yes,1.118436,3,1.997744,2,Insufficient_Weight
Female,20.255616,1.534223,41.268597,no,yes,2.673638,2.779379,1.249074,0,Insufficient_Weight
Male,19.865895,1.76033,55.3707,yes,yes,2.120185,4,2.582165,2,Insufficient_Weight
Male,17.888073,1.841879,60,yes,yes,3,3.732126,2,2,Insufficient_Weight
Male,18.470562,1.856406,58.673963,yes,yes,2.34222,3.937099,2.311791,2,Insufficient_Weight
Male,17.925497,1.829142,59.933015,yes,yes,2.86099,4,2,2,Insufficient_Weight
Male,17.000752,1.822084,58.443049,yes,yes,2.559571,3.047959,2,2,Insufficient_Weight
Male,17.362129,1.80671,59.243506,yes,yes,2.424977,4,2,2,Insufficient_Weight
Male,18,1.707259,50.664459,yes,yes,1.786841,3,1.546856,1,Insufficient_Weight
Male,18,1.708107,51.314659,yes,yes,1.303878,3,1.755497,0,Insufficient_Weight
Male,18,1.739344,50.951444,yes,yes,1.889883,3,1.959531,1,Insufficient_Weight
Female,19.029494,1.573987,44.316254,no,no,2.984004,3,1.015249,1,Insufficient_Weight
Female,19.269079,1.58092,44.753943,no,no,3,2.975362,1.246822,1,Insufficient_Weight
Female,19.946244,1.603435,45,no,no,3,3,2.487919,1,Insufficient_Weight
Female,19.639431,1.53535,42,no,yes,3,1,1.49681,0,Insufficient_Weight
Female,19,1.53161,42,no,yes,2.749268,1.394539,1.322048,0,Insufficient_Weight
Female,19.434709,1.525691,42,no,yes,3,1,1.764055,0,Insufficient_Weight
Male,18,1.719827,52.289828,yes,yes,1.202075,3,1.927976,0,Insufficient_Weight
Male,18.381382,1.722547,53.783977,yes,yes,2,3.131032,2.072194,1,Insufficient_Weight
Male,18,1.738702,50.248677,yes,yes,1.871213,3,1.283738,1,Insufficient_Weight
Male,26.69858,1.816298,86.963765,no,yes,2.341133,1.578521,2,2,Overweight
Male,21.125836,1.638085,70,no,yes,2,1,2.115967,1,Overweight
Male,25.191627,1.813678,85.637789,no,yes,1.450218,3.985442,2.147746,0,Overweight
Male,21.963457,1.697228,75.5771,yes,yes,2.204914,3.623364,1.815293,1,Overweight
Male,21,1.617469,68.869791,no,yes,1.206276,3,2.406541,1,Overweight
Male,19.114981,1.855543,88.965521,yes,yes,2,3,1.015677,0,Overweight
Female,41.823567,1.721854,82.919584,no,yes,2.81646,3.36313,2.722063,3,Overweight
Male,21.142432,1.855353,86.413388,yes,yes,2,3,1.345298,1,Overweight
Male,21.962426,1.696336,75,yes,yes,2,3,1.825629,1,Overweight
Female,18.836315,1.751631,80,yes,yes,2,1.73762,2.207978,3,Overweight
Male,23.572648,1.698346,75,yes,yes,2,3,2,0,Overweight
Female,33.700749,1.642971,74.803157,yes,no,3,1.146052,1.074048,1,Overweight
Female,21.845025,1.613668,68.126955,yes,yes,1.758394,3.981997,2.174248,1,Overweight
Male,21,1.605404,68.226511,no,yes,2,1.9154,3,1,Overweight
Female,35.125401,1.529834,62.903938,no,yes,2,2.105616,1.456581,0,Overweight
Female,36.769646,1.55,62.337721,yes,yes,2.392665,3,2.951056,0,Overweight
Female,21.868932,1.731261,78.175706,yes,yes,2.577427,1,2,2,Overweight
Male,22.549208,1.629194,70,no,yes,2,1,2.803311,0,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Male,21,1.62,70,no,yes,2,1,3,1,Overweight
Female,30.958957,1.633491,68.803694,yes,yes,2.052152,3,1.972074,0,Overweight
Male,21.017383,1.752391,79.109637,yes,yes,3,1,2,3,Overweight
